"cod_centro","barrio","titular","rut","coords"
"110624","20","SALMONES CAMANCHACA S.A.","76065596-1","74.177925,44.5894138888889"
"110625","18D","MOWI CHILE S.A.","96633780-K","73.8195111111111,44.4813777777778"
"110626","19B","MOWI CHILE S.A.","96633780-K","74.1248527777778,44.4279055555556"
"110627","19A","SALMONES BLUMAR S.A.","76653690-5","74.2828777777778,44.1737416666667"
"110628","19A","SALMONES BLUMAR S.A.","76653690-5","74.1882416666667,44.2716777777778"
"110629","30B","CAMERON S.A.","96569600-8","73.5012638888889,45.1938361111111"
"110630","30A","SALMONES BLUMAR S.A.","76653690-5","73.4363472222222,45.0198055555556"
"110631","19A","SALMONES BLUMAR S.A.","76653690-5","74.2497805555556,44.3183944444445"
"110632","20","SALMONES CAMANCHACA S.A.","76065596-1","74.0284666666667,44.5598527777778"
"110633","18C","MOWI CHILE S.A.","96633780-K","73.6152194444444,44.1685944444444"
"110634","18A","MOWI CHILE S.A.","96633780-K","73.8291944444444,43.9080694444444"
"110635","21D","CULTIVOS YADRAN S.A.","96550920-8","74.2583388888889,44.8864777777778"
"110636","23B","AUSTRALIS MAR S.A.","76003885-7","74.0658805555556,45.6690361111111"
"110637","22A","SALMONES BLUMAR S.A.","76653690-5","74.2889222222222,45.1927472222222"
"110638","21D","CULTIVOS YADRAN S.A.","96550920-8","74.3526277777778,44.85235"
"110639","23B","AUSTRALIS MAR S.A.","76003885-7","74.0560277777778,45.6991111111111"
"110640","21D","CULTIVOS YADRAN S.A.","96550920-8","73.9841833333333,44.8566888888889"
"110641","21A","CULTIVOS YADRAN S.A.","96550920-8","74.116425,44.802275"
"110642","30B","CERMAQ CHILE S.A.","79784980-4","73.6804527777778,45.1901138888889"
"110643","20","EXPORTADORA LOS FIORDOS LTDA.","79872420-7","73.7944166666667,44.6070083333333"
"110644","20","SALMONES CAMANCHACA S.A.","76065596-1","74.2298111111111,44.5627416666667"
"110645","22D","AUSTRALIS MAR S.A.","76003885-7","74.1897388888889,45.383975"
"110646","32","EXPORTADORA LOS FIORDOS LTDA.","79872420-7","72.9542527777778,44.8040833333333"
"110647","19A","SALMONES BLUMAR S.A.","76653690-5","74.3073722222222,44.3364222222222"
"110648","21D","CULTIVOS YADRAN S.A.","96550920-8","74.1375138888889,44.8601611111111"
"110649","21D","CULTIVOS YADRAN S.A.","96550920-8","74.3911138888889,44.8810388888889"
"110650","19A","SALMONES BLUMAR S.A.","76653690-5","74.3157972222222,44.3084166666667"
"110651","34","SALMONES MULTIEXPORT S.A.","79891160-0","73.1151916666667,43.9374861111111"
"110652","21D","CULTIVOS YADRAN S.A.","96550920-8","74.3016527777778,44.9502916666667"
"110653","21C","EXPORTADORA LOS FIORDOS LTDA.","79872420-7","73.7191888888889,44.9916888888889"
"110654","20","EXPORTADORA LOS FIORDOS LTDA.","79872420-7","73.9192083333333,44.5645472222222"
"110655","18D","EXPORTADORA LOS FIORDOS LTDA.","79872420-7","73.6503472222222,44.4335222222222"
"110656","20","EXPORTADORA LOS FIORDOS LTDA.","79872420-7","73.7860055555555,44.5244527777778"
"110657","19B","EXPORTADORA LOS FIORDOS LTDA.","79872420-7","74.2315111111111,44.48965"
"110658","21B","EXPORTADORA LOS FIORDOS LTDA.","79872420-7","73.9683805555556,44.7349666666667"
"110659","18C","SALMONES TECMAR S.A.","79809870-5","73.9015138888889,44.1033277777778"
"110660","18C","SALMONES CAMANCHACA S.A.","76065596-1","73.6927083333333,44.3539722222222"
"110661","21B","EMPRESAS AQUACHILE S.A.","86247400-7","73.7281888888889,44.8492305555556"
"110662","18C","INVERMAR S.A.","79797990-2","73.6934194444444,44.0954"
"110663","19B","MOWI CHILE S.A.","96633780-K","74.2016388888889,44.4645111111111"
"110664","18B","MOWI CHILE S.A.","96633780-K","73.4472638888889,44.1339972222222"
"110665","19B","SOC. DE INVERSIONES ISLA VICTORIA LTDA","76004634-5","74.1234027777778,44.4550944444444"
"110666","18B","SALMONES HUMBOLDT SPA","76175118-2","73.5749972222222,44.3481527777778"
"110667","20","MOWI CHILE S.A.","96633780-K","74.3647833333333,44.531175"
"110668","21A","MOWI CHILE S.A.","96633780-K","74.2782083333333,44.7120666666667"
"110669","31B","EXPORTADORA LOS FIORDOS LTDA.","79872420-7","73.3141166666667,44.5240277777778"
"110670","21A","CULTIVOS YADRAN S.A.","96550920-8","74.2050416666667,44.7914305555556"
"110671","21D","CULTIVOS YADRAN S.A.","96550920-8","74.3350638888889,44.8508638888889"
"110672","21D","CULTIVOS YADRAN S.A.","96550920-8","74.3344111111111,44.9698777777778"
"110673","21A","CULTIVOS YADRAN S.A.","96550920-8","74.3144416666667,44.8177888888889"
"110674","21A","CULTIVOS YADRAN S.A.","96550920-8","74.1330972222222,44.7764166666667"
"110675","21A","CULTIVOS YADRAN S.A.","96550920-8","74.0468111111111,44.750225"
"110676","21C","CULTIVOS YADRAN S.A.","96550920-8","73.821525,44.9925083333333"
"110677","21A","CULTIVOS YADRAN S.A.","96550920-8","74.0722888888889,44.7942972222222"
"110678","23B","AUSTRALIS MAR S.A.","76003885-7","74.0202833333333,45.7271944444444"
"110679","23B","AUSTRALIS MAR S.A.","76003885-7","74.0834833333333,45.6380777777778"
"110680","22B","SALMONES BLUMAR S.A.","76653690-5","74.0745277777778,45.2073083333333"
"110681","22D","AUSTRALIS MAR S.A.","76003885-7","74.307025,45.4602111111111"
"110683","31B","SALMONES BLUMAR S.A.","76653690-5","73.3643861111111,44.5642666666667"
"110684","18C","GRANJA MARINA TORNAGALEONES S.A.","87752000-5","73.786575,44.26345"
"110685","18D","EXPORTADORA LOS FIORDOS LTDA.","79872420-7","73.9001472222222,44.3362388888889"
"110686","19B","MOWI CHILE S.A.","96633780-K","74.2773888888889,44.4874"
"110687","20","SALMONES MULTIEXPORT S.A.","79891160-0","73.8336722222222,44.5019194444444"
"110688","18D","EXPORTADORA LOS FIORDOS LTDA.","79872420-7","73.8791527777778,44.3295555555556"
"110689","18C","EXPORTADORA LOS FIORDOS LTDA.","79872420-7","73.8451166666667,44.2707444444444"
"110690","21C","EXPORTADORA LOS FIORDOS LTDA.","79872420-7","73.8568388888889,44.9937138888889"
"110691","34","EXPORTADORA LOS FIORDOS LTDA.","79872420-7","73.2050527777778,44.2310388888889"
"110692","32","GRANJA MARINA TORNAGALEONES S.A.","87752000-5","72.861025,44.8108"
"110693","19B","SALMONES BLUMAR S.A.","76653690-5","74.3912777777778,44.4347083333333"
"110694","21A","CULTIVOS YADRAN S.A.","96550920-8","74.4374722222222,44.6947444444444"
"110695","21D","CULTIVOS YADRAN S.A.","96550920-8","74.4074083333333,44.8531916666667"
"110696","21A","CULTIVOS YADRAN S.A.","96550920-8","74.3541111111111,44.7938277777778"
"110697","21A","CULTIVOS YADRAN S.A.","96550920-8","74.3959277777778,44.7628666666667"
"110698","24","AUSTRALIS MAR S.A.","76003885-7","73.83615,45.5710666666667"
"110699","18D","PRODUCTOS DEL MAR VENTISQUEROS S.A.","96545040-8","73.6859055555556,44.4950277777778"
"110700","18C","PRODUCTOS DEL MAR VENTISQUEROS S.A.","96545040-8","73.6810555555556,44.2342472222222"
"110701","18D","PRODUCTOS DEL MAR VENTISQUEROS S.A.","96545040-8","73.6845361111111,44.4713944444444"
"110702","23A","SALMONES BLUMAR S.A.","76653690-5","73.9938666666667,45.5240444444444"
"110703","32","EXPORTADORA LOS FIORDOS LTDA.","79872420-7","72.7686916666667,44.7583222222222"
"110704","18A","EMPRESAS AQUACHILE S.A.","86247400-7","73.8802111111111,43.9211722222222"
"110705","18C","AGUAS CLARAS S.A.","96509550-0","73.9314833333333,44.2007194444444"
"110707","21D","SALMONES CAMANCHACA S.A.","76065596-1","74.4219416666667,44.8910611111111"
"110708","20","EXPORTADORA LOS FIORDOS LTDA.","79872420-7","73.9684444444444,44.5844166666667"
"110709","23C","AUSTRALIS MAR S.A.","76003885-7","74.4800305555556,45.6402527777778"
"110710","18C","AGUAS CLARAS S.A.","96509550-0","73.9473777777778,44.1958555555556"
"110711","22D","CERMAQ CHILE S.A.","79784980-4","74.0934416666667,45.4881694444444"
"110712","30B","INVERMAR S.A.","79797990-2","73.4772,45.1715611111111"
"110713","21B","EXPORTADORA LOS FIORDOS LTDA.","79872420-7","73.9697888888889,44.7473583333333"
"110714","26A","AYSÉN SPA","76917368-4","73.6424055555556,45.8019916666667"
"110715","30B","CERMAQ CHILE S.A.","79784980-4","73.6820361111111,45.2752861111111"
"110717","24","AUSTRALIS MAR S.A.","76003885-7","73.86725,45.6772388888889"
"110718","30A","SALMONES PACIFIC STAR S.A.","79559220-2","73.4382638888889,44.9339694444444"
"110719","21C","CULTIVOS YADRAN S.A.","96550920-8","74.3252055555556,45.029275"
"110720","21D","CULTIVOS YADRAN S.A.","96550920-8","74.2995111111111,44.8965722222222"
"110721","30A","INVERMAR S.A.","79797990-2","73.3842138888889,45.1563583333333"
"110722","23A","AUSTRALIS MAR S.A.","76003885-7","74.16535,45.5756361111111"
"110725","21D","SALMONES CAMANCHACA S.A.","76065596-1","74.3361388888889,44.9093611111111"
"110726","32","SALMONES MULTIEXPORT S.A.","79891160-0","72.7314111111111,44.7421472222222"
"110727","24","AUSTRALIS MAR S.A.","76003885-7","73.858325,45.6277388888889"
"110728","19B","SALMONES BLUMAR S.A.","76653690-5","74.4174416666667,44.4255277777778"
"110729","21C","CULTIVOS YADRAN S.A.","96550920-8","73.8916166666667,44.9919083333333"
"110730","30B","SALMONES BLUMAR S.A.","76653690-5","73.4957333333333,45.1037638888889"
"110731","26B","AYSÉN SPA","76917368-4","73.6088833333333,45.6490138888889"
"110732","28B","AYSÉN SPA","76917368-4","72.7252972222222,45.4053944444444"
"110733","21C","CULTIVOS YADRAN S.A.","96550920-8","74.1454444444445,45.0261222222222"
"110734","34","EXPORTADORA LOS FIORDOS LTDA.","79872420-7","73.2506416666667,44.1946916666667"
"110735","21B","CERMAQ CHILE S.A.","79784980-4","73.6024,44.8358166666667"
"110736","30A","INVERMAR S.A.","79797990-2","73.2792027777778,45.1489305555556"
"110737","18B","SALMONES CAMANCHACA S.A.","76065596-1","73.605575,44.4230666666667"
"110738","21A","CULTIVOS YADRAN S.A.","96550920-8","74.3852722222222,44.77585"
"110739","23B","AUSTRALIS MAR S.A.","76003885-7","73.9009416666667,45.7119333333333"
"110740","34","EXPORTADORA LOS FIORDOS LTDA.","79872420-7","73.1167666666667,44.0585805555556"
"110741","21C","CULTIVOS YADRAN S.A.","96550920-8","74.1082527777778,45.0325111111111"
"110742","32","EXPORTADORA LOS FIORDOS LTDA.","79872420-7","73.0275916666667,44.90045"
"110743","18D","EXPORTADORA LOS FIORDOS LTDA.","79872420-7","73.7969222222222,44.3938666666667"
"110744","18D","EXPORTADORA LOS FIORDOS LTDA.","79872420-7","73.8785888888889,44.393475"
"110746","18B","SALMONES CAMANCHACA S.A.","76065596-1","73.6288388888889,44.3577777777778"
"110747","18D","SALMONES CAMANCHACA S.A.","76065596-1","73.7559916666667,44.4328527777778"
"110748","23A","AUSTRALIS MAR S.A.","76003885-7","74.1847777777778,45.6049666666667"
"110749","18C","SALMONES PACIFIC STAR S.A.","79559220-2","73.6633472222222,44.1482833333333"
"110750","23A","MOWI CHILE S.A.","96633780-K","73.8759194444444,45.5648"
"110751","30B","GRANJA MARINA TORNAGALEONES S.A.","87752000-5","73.5271055555556,45.037525"
"110752","23A","SALMONES BLUMAR S.A.","76653690-5","73.9294527777778,45.5630416666667"
"110753","18C","SALMONES PACIFIC STAR S.A.","79559220-2","73.8742694444444,44.1911666666667"
"110754","20","EXPORTADORA LOS FIORDOS LTDA.","79872420-7","73.8443166666667,44.5831666666667"
"110755","20","FIORDO AZUL S.A.","76989215-k","74.2734888888889,44.5972555555556"
"110756","20","SALMONES CAMANCHACA S.A.","76065596-1","74.3294277777778,44.6186666666667"
"110757","21A","MOWI CHILE S.A.","96633780-K","74.4281722222222,44.7161722222222"
"110758","22D","CONCESIONES DE LA PATAGONIA CINCO S.A.","76080301-4","74.206925,45.4842111111111"
"110759","20","FIORDO AZUL S.A.","76989215-k","73.9939666666667,44.5576166666667"
"110760","21A","MOWI CHILE S.A.","96633780-K","74.3959416666667,44.6979194444444"
"110761","21D","CULTIVOS YADRAN S.A.","96550920-8","74.2967611111111,44.8351555555556"
"110762","21B","EXPORTADORA LOS FIORDOS LTDA.","79872420-7","73.58175,44.7540305555556"
"110763","21D","SALMONES BLUMAR S.A.","76653690-5","74.3815305555555,44.9027861111111"
"110764","23B","AUSTRALIS MAR S.A.","76003885-7","74.1191277777778,45.7442333333333"
"110765","22D","CERMAQ CHILE S.A.","79784980-4","73.8000305555556,45.4227638888889"
"110766","18D","SALMONES CAMANCHACA S.A.","76065596-1","73.77335,44.4534166666667"
"110767","23A","SALMONES BLUMAR S.A.","76653690-5","73.9604472222222,45.5323194444444"
"110768","19A","SALMONES CAMANCHACA S.A.","76065596-1","74.2382111111111,44.2839277777778"
"110769","26A","COOKE AQUACULTURE CHILE S.A.","96926970-8","73.6297055555555,46.2092555555556"
"110770","23A","INVERMAR S.A.","79797990-2","74.0735583333333,45.5671916666667"
"110771","28B","SALMONES BLUMAR S.A.","76653690-5","73.0505166666667,45.3564944444444"
"110772","19A","SALMONES CAMANCHACA S.A.","76065596-1","74.2469805555556,44.3568972222222"
"110773","28A","AYSÉN SPA","76917368-4","73.5603833333333,45.3163777777778"
"110774","23C","AUSTRALIS MAR S.A.","76003885-7","74.4363805555556,45.8272527777778"
"110775","20","SALMONES BLUMAR S.A.","76653690-5","74.3893638888889,44.6090055555556"
"110776","18C","GRANJA MARINA TORNAGALEONES S.A.","87752000-5","73.7373527777778,44.2473638888889"
"110777","18C","EXPORTADORA LOS FIORDOS LTDA.","79872420-7","73.9314333333333,44.0600166666667"
"110778","23A","AUSTRALIS MAR S.A.","76003885-7","74.1514194444445,45.5713194444444"
"110779","21D","MOWI CHILE S.A.","96633780-K","73.9912833333333,44.8939388888889"
"110780","20","SALMONES BLUMAR S.A.","76653690-5","74.4103277777778,44.63715"
"110781","23B","AUSTRALIS MAR S.A.","76003885-7","74.2620083333333,45.823425"
"110782","24","AYSÉN SPA","76917368-4","73.7014083333333,45.7375388888889"
"110783","30B","AUSTRALIS MAR S.A.","76003885-7","73.6819666666667,45.2188194444444"
"110784","24","AUSTRALIS MAR S.A.","76003885-7","73.7946333333333,45.7390888888889"
"110785","21D","SALMONES BLUMAR S.A.","76653690-5","74.2786416666667,44.8693888888889"
"110786","23B","AUSTRALIS MAR S.A.","76003885-7","74.0400888888889,45.7149388888889"
"110787","18C","SALMONES HUMBOLDT SPA","76175118-2","73.7242138888889,44.33145"
"110788","21B","SALMONES BLUMAR S.A.","76653690-5","73.8668472222222,44.6523555555556"
"110789","22D","AUSTRALIS MAR S.A.","76003885-7","74.1317,45.5243666666667"
"110790","30B","EXPORTADORA LOS FIORDOS LTDA.","79872420-7","73.5823027777778,45.0656222222222"
"110791","21C","SALMONES AYSEN S.A.","76650680-1","73.68345,44.9822805555556"
"110793","22D","AUSTRALIS MAR S.A.","76003885-7","74.1349555555556,45.4592138888889"
"110794","23C","INVERTEC PACIFIC SEAFOOD S.A.","76649280-0","74.5731388888889,45.8753388888889"
"110795","26A","AUSTRALIS MAR S.A.","76003885-7","73.6109083333333,46.0596888888889"
"110796","18B","MOWI CHILE S.A.","96633780-K","73.6114722222222,44.322775"
"110797","21D","EXPORTADORA LOS FIORDOS LTDA.","79872420-7","73.9537972222222,44.8456138888889"
"110798","23B","AUSTRALIS MAR S.A.","76003885-7","74.3077138888889,45.6932944444444"
"110799","21C","SALMONES AYSEN S.A.","76650680-1","73.7707972222222,44.9818861111111"
"110800","24","AUSTRALIS MAR S.A.","76003885-7","73.7900888888889,45.49585"
"110801","23B","AUSTRALIS MAR S.A.","76003885-7","74.1208472222222,45.780225"
"110802","26B","INVERMAR S.A.","79797990-2","73.3841527777778,45.4752222222222"
"110803","28B","AUSTRALIS MAR S.A.","76003885-7","73.0715805555556,45.4058166666667"
"110804","23C","EXPORTADORA LOS FIORDOS LTDA.","79872420-7","74.4544555555556,45.7322277777778"
"110805","22D","AYSÉN SPA","76917368-4","73.9979027777778,45.4583472222222"
"110807","21C","AUSTRALIS MAR S.A.","76003885-7","73.7475861111111,45.0424027777778"
"110808","21A","CULTIVOS YADRAN S.A.","96550920-8","74.0121666666667,44.7312222222222"
"110809","24","AUSTRALIS MAR S.A.","76003885-7","73.7284138888889,45.4809972222222"
"110811","24","AUSTRALIS MAR S.A.","76003885-7","73.8226027777778,45.5477972222222"
"110812","24","SALMONES AYSEN S.A.","76650680-1","73.7015138888889,45.450025"
"110813","21A","SALMONES MULTIEXPORT S.A.","79891160-0","74.0298083333333,44.77855"
"110814","24","AYSÉN SPA","76917368-4","73.9358166666667,45.8318722222222"
"110815","24","AYSÉN SPA","76917368-4","73.8422111111111,45.7605694444444"
"110816","21A","SALMONES MULTIEXPORT S.A.","79891160-0","74.5186722222222,44.7030055555556"
"110817","19A","SALMONES CAMANCHACA S.A.","76065596-1","74.2658277777778,44.3443777777778"
"110818","22D","AUSTRALIS MAR S.A.","76003885-7","74.1717055555556,45.5186944444444"
"110819","21C","AUSTRALIS MAR S.A.","76003885-7","74.1910888888889,45.056525"
"110820","23B","AUSTRALIS MAR S.A.","76003885-7","74.228825,45.8152444444444"
"110821","23B","AUSTRALIS MAR S.A.","76003885-7","74.0815916666667,45.7628694444444"
"110823","28A","AYSÉN SPA","76917368-4","73.5012111111111,45.372325"
"110824","18B","EXPORTADORA LOS FIORDOS LTDA.","79872420-7","73.5709888888889,44.1265194444444"
"110825","23C","INVERTEC PACIFIC SEAFOOD S.A.","76649280-0","74.3988888888889,45.9799166666667"
"110826","23C","SALMONES FRIOSUR S.A.","96812740-3","74.4819527777778,45.7449694444444"
"110827","26A","AYSÉN SPA","76917368-4","73.6698,45.9076888888889"
"110828","21B","TRUSAL S.A.","96566740-7","73.6154694444444,44.6700083333333"
"110829","23B","AUSTRALIS MAR S.A.","76003885-7","74.1926111111111,45.6736694444444"
"110830","21C","AUSTRALIS MAR S.A.","76003885-7","74.2222916666667,45.0688555555556"
"110831","21C","SALMONES BLUMAR S.A.","76653690-5","73.7237111111111,45.0214611111111"
"110832","18B","CULTIVOS YADRAN S.A.","96550920-8","73.5741805555556,44.0965777777778"
"110833","23C","INVERMAR S.A.","79797990-2","74.4938111111111,45.9052916666667"
"110834","19A","SALMONES MULTIEXPORT S.A.","79891160-0","74.3649333333333,44.2951055555556"
"110835","22D","AUSTRALIS MAR S.A.","76003885-7","74.2304388888889,45.3978972222222"
"110836","22B","SALMONES BLUMAR S.A.","76653690-5","73.9369333333333,45.2549472222222"
"110837","33","GRANJA MARINA TORNAGALEONES S.A.","87752000-5","72.8046944444444,44.4027833333333"
"110838","33","GRANJA MARINA TORNAGALEONES S.A.","87752000-5","72.9020222222222,44.3790555555556"
"110839","32","EXPORTADORA LOS FIORDOS LTDA.","79872420-7","73.1552333333333,44.9385722222222"
"110840","24","AUSTRALIS MAR S.A.","76003885-7","73.8003527777778,45.6817666666667"
"110841","23C","AUSTRALIS MAR S.A.","76003885-7","74.4021027777778,45.8486666666667"
"110842","31B","EXPORTADORA LOS FIORDOS LTDA.","79872420-7","73.274175,44.4195472222222"
"110843","20","MOWI CHILE S.A.","96633780-K","73.7997972222222,44.636325"
"110844","33","EXPORTADORA LOS FIORDOS LTDA.","79872420-7","73.1163,44.1602194444444"
"110845","22D","AYSÉN SPA","76917368-4","74.3605166666667,45.4517472222222"
"110847","23B","AUSTRALIS MAR S.A.","76003885-7","74.0719611111111,45.8174138888889"
"110848","23B","AUSTRALIS MAR S.A.","76003885-7","74.297,45.7462527777778"
"110849","31B","EMPRESAS AQUACHILE S.A.","86247400-7","73.1262472222222,44.5661527777778"
"110850","22A","PRIMAR S.A.","76859420-1","74.1928277777778,45.3477583333333"
"110851","34","GRANJA MARINA TORNAGALEONES S.A.","87752000-5","73.2184638888889,44.1012333333333"
"110852","26A","SALMOCONCESIONES S.A.","96603640-0","73.6765611111111,45.86555"
"110853","21A","SALMONES MULTIEXPORT S.A.","79891160-0","74.4485138888889,44.6627083333333"
"110854","18B","MOWI CHILE S.A.","96633780-K","73.5860166666667,44.1532361111111"
"110855","30B","AUSTRALIS MAR S.A.","76003885-7","73.6720694444444,45.1685666666667"
"110856","26B","AYSÉN SPA","76917368-4","73.5236611111111,45.60885"
"110857","26B","AUSTRALIS MAR S.A.","76003885-7","73.49335,45.47365"
"110858","22D","SALMONES BLUMAR S.A.","76653690-5","74.2937722222222,45.4218333333333"
"110859","18D","SALMONES CAMANCHACA S.A.","76065596-1","73.9158138888889,44.5376527777778"
"110860","18C","SALMONES CAMANCHACA S.A.","76065596-1","73.6604388888889,44.1172472222222"
"110861","23C","SALMONES MULTIEXPORT S.A.","79891160-0","74.6007527777778,45.7354027777778"
"110862","28B","SALMONES PACIFIC STAR S.A.","79559220-2","72.9859,45.4059305555556"
"110863","18D","EXPORTADORA LOS FIORDOS LTDA.","79872420-7","73.6783194444445,44.526725"
"110864","21C","SALMONES MULTIEXPORT S.A.","79891160-0","73.7261277777778,45.0670388888889"
"110865","21B","EXPORTADORA LOS FIORDOS LTDA.","79872420-7","73.9026333333333,44.7462416666667"
"110866","20","EXPORTADORA LOS FIORDOS LTDA.","79872420-7","74.4816972222222,44.5290833333333"
"110867","21B","EXPORTADORA LOS FIORDOS LTDA.","79872420-7","73.6395138888889,44.6925722222222"
"110868","21A","SALMONES MULTIEXPORT S.A.","79891160-0","74.2475666666667,44.7154777777778"
"110870","22D","AUSTRALIS MAR S.A.","76003885-7","74.2675777777778,45.4859083333333"
"110871","22D","AUSTRALIS MAR S.A.","76003885-7","73.9119722222222,45.4452555555556"
"110872","21B","EXPORTADORA LOS FIORDOS LTDA.","79872420-7","73.8756083333333,44.6961027777778"
"110873","18E","EXPORTADORA LOS FIORDOS LTDA.","79872420-7","73.5850694444444,44.5994055555556"
"110874","28B","SALMONES PACIFIC STAR S.A.","79559220-2","73.15365,45.2811111111111"
"110875","21D","CULTIVOS YADRAN S.A.","96550920-8","74.2139083333333,44.8505944444444"
"110876","23B","AUSTRALIS MAR S.A.","76003885-7","74.202975,45.7467083333333"
"110877","21C","EXPORTADORA LOS FIORDOS LTDA.","79872420-7","73.7429666666667,44.9266194444444"
"110878","21B","EXPORTADORA LOS FIORDOS LTDA.","79872420-7","73.8361166666667,44.6538361111111"
"110879","23B","AUSTRALIS MAR S.A.","76003885-7","74.2829611111111,45.7565805555556"
"110880","18C","CULTIVOS YADRAN S.A.","96550920-8","73.7732111111111,44.2974944444444"
"110882","24","AUSTRALIS MAR S.A.","76003885-7","73.8051444444444,45.7427305555556"
"110883","20","EXPORTADORA LOS FIORDOS LTDA.","79872420-7","74.4347916666667,44.5372027777778"
"110884","21C","EXPORTADORA LOS FIORDOS LTDA.","79872420-7","73.6853333333333,45.0429027777778"
"110885","21B","EXPORTADORA LOS FIORDOS LTDA.","79872420-7","73.6502833333333,44.8784388888889"
"110886","33","EXPORTADORA LOS FIORDOS LTDA.","79872420-7","72.8513694444444,44.4323583333333"
"110887","28A","AYSÉN SPA","76917368-4","73.4290472222222,45.3153972222222"
"110888","22D","AUSTRALIS MAR S.A.","76003885-7","74.0524444444444,45.4520944444444"
"110889","28A","SALMONES ANTARTICA S.A.","86100500-3","73.3306055555556,45.3070361111111"
"110890","28C","SALMONES ANTARTICA S.A.","86100500-3","73.3168777777778,45.38475"
"110891","31B","SALMONES BLUMAR S.A.","76653690-5","73.3489694444444,44.5179361111111"
"110892","23A","CERMAQ CHILE S.A.","79784980-4","74.0984083333333,45.5876694444444"
"110893","26B","AYSÉN SPA","76917368-4","73.4037166666667,45.4052388888889"
"110894","23B","AUSTRALIS MAR S.A.","76003885-7","74.1893138888889,45.66255"
"110895","28A","AYSÉN SPA","76917368-4","73.5985361111111,45.3428861111111"
"110896","21B","EXPORTADORA LOS FIORDOS LTDA.","79872420-7","73.6698666666667,44.8679805555556"
"110897","25B","COOKE AQUACULTURE CHILE S.A.","96926970-8","73.6516527777778,46.3145388888889"
"110898","21D","CULTIVOS YADRAN S.A.","96550920-8","74.0268305555555,44.8630416666667"
"110899","34","GRANJA MARINA TORNAGALEONES S.A.","87752000-5","73.1932194444445,44.0567861111111"
"110900","23C","INVERMAR S.A.","79797990-2","74.418975,45.9371888888889"
"110901","30A","SALMONES PACIFIC STAR S.A.","79559220-2","73.3660527777778,45.1854638888889"
"110902","34","AUSTRALIS MAR S.A.","76003885-7","73.2392194444444,44.0476055555556"
"110903","22D","AUSTRALIS MAR S.A.","76003885-7","74.2405972222222,45.4029972222222"
"110904","21B","EXPORTADORA LOS FIORDOS LTDA.","79872420-7","73.657725,44.8479472222222"
"110905","21B","EXPORTADORA LOS FIORDOS LTDA.","79872420-7","73.8402083333333,44.7642555555556"
"110906","26B","SALMONES ANTARTICA S.A.","86100500-3","73.383875,45.4197861111111"
"110907","31B","AUSTRALIS MAR S.A.","76003885-7","73.3145666666667,44.5525861111111"
"110908","21B","EXPORTADORA LOS FIORDOS LTDA.","79872420-7","73.5928444444444,44.7186833333333"
"110909","28A","AUSTRALIS MAR S.A.","76003885-7","73.4681194444444,45.3120305555556"
"110910","23B","AUSTRALIS MAR S.A.","76003885-7","74.044475,45.845325"
"110911","26B","AUSTRALIS MAR S.A.","76003885-7","73.5834361111111,45.4469416666667"
"110912","19A","SALMONES MULTIEXPORT S.A.","79891160-0","74.38505,44.3663388888889"
"110914","33","EXPORTADORA LOS FIORDOS LTDA.","79872420-7","73.1874361111111,44.1996027777778"
"110915","21A","SALMONES MULTIEXPORT S.A.","79891160-0","74.1242861111111,44.7318138888889"
"110916","31B","SALMONES AUSTRALES S.A.","96775710-1","73.2836416666667,44.5792833333333"
"110917","22A","AUSTRALIS MAR S.A.","76003885-7","74.1148777777778,45.2143472222222"
"110918","18C","EXPORTADORA LOS FIORDOS LTDA.","79872420-7","73.8621111111111,44.2885972222222"
"110919","34","AUSTRALIS MAR S.A.","76003885-7","73.1611972222222,44.0263416666667"
"110920","21A","SALMONES MULTIEXPORT S.A.","79891160-0","74.4564583333333,44.7068916666667"
"110921","20","EXPORTADORA LOS FIORDOS LTDA.","79872420-7","73.9424027777778,44.6080472222222"
"110922","33","GANADERA DEL MAR DECIMA REGION S.A.","96523450-0","72.9126027777778,44.3471027777778"
"110923","18D","EXPORTADORA LOS FIORDOS LTDA.","79872420-7","73.6269666666667,44.5419444444444"
"110924","18C","EXPORTADORA LOS FIORDOS LTDA.","79872420-7","73.8190055555555,44.2418972222222"
"110925","21B","EXPORTADORA LOS FIORDOS LTDA.","79872420-7","73.5715,44.7164111111111"
"110926","22D","AYSÉN SPA","76917368-4","74.0706805555556,45.3920166666667"
"110928","28C","AYSÉN SPA","76917368-4","73.3535083333333,45.3645972222222"
"110930","30A","CERMAQ CHILE S.A.","79784980-4","73.4054527777778,45.0401777777778"
"110931","21C","CULTIVOS YADRAN S.A.","96550920-8","73.9996722222222,45.0250555555556"
"110932","21B","EXPORTADORA LOS FIORDOS LTDA.","79872420-7","73.74715,44.8395416666667"
"110933","18D","YADRAN CISNES S.A.","96652220-8","73.8291583333333,44.3526805555556"
"110934","18B","SALMONES CAMANCHACA S.A.","76065596-1","73.6133722222222,44.3921972222222"
"110935","21B","EXPORTADORA LOS FIORDOS LTDA.","79872420-7","73.5726805555556,44.6962555555556"
"110936","34","SALMONES MULTIEXPORT S.A.","79891160-0","73.1350138888889,43.9871944444444"
"110937","19A","SALMONES CAMANCHACA S.A.","76065596-1","74.3464194444444,44.1837611111111"
"110938","21D","SALMONES CAMANCHACA S.A.","76065596-1","74.2614138888889,44.9020416666667"
